mortality_score_norm,community_score_norm,egress_score_norm,population_score_norm,utility_score_norm,priority_normalized,priority_class,priority_rank
2.868758644647409,0.0,0.0,0.0,0.0,0.2585810643223804,Very Low,77
2.197264327011169,0.0,0.0,0.0,0.0,0.0,Very Low,79
1.9358200502365017,0.6251718141818362,0.0,7.564933716349933,6.0,3.808717645165026,Low,36
3.096888456100074,0.0,0.0,0.0,2.520054900000199,0.9286882037972093,Very Low,65
2.8687586446474085,0.0,0.0,4.74184351293497,6.0,3.105682722949001,Low,45
2.8687586446474085,0.0,0.0,4.924494450169407,6.0,3.16195134355722,Low,44
2.8687586446474085,0.0,0.0,1.6256438590717144,0.0,0.759387350538041,Very Low,68
2.8687586446474085,0.0,0.0,0.1180229628993765,0.6604111876406751,0.4475278595979471,Very Low,71
2.8687586446474085,0.0,0.0,3.1854425062907694,6.0,2.6262078344916433,Low,52
4.166707119677266,0.0,0.0,2.7522935779816518,6.0,2.9925871216031825,Low,47
4.761478574357646,0.0,0.0,0.5283450901188083,6.0,2.5364996614887962,Low,55
10.0,0.0,0.0,2.2693127463234446,6.0,5.090099023800718,Medium,20
9.170532335193442,0.0,0.0,0.4367748240582691,2.565446575291987,3.41258876779123,Low,41
8.124679745538373,0.0,0.0,0.22232538601244617,2.3219554300952168,2.887525431690541,Low,49
4.626731774616846,0.0,0.0,0.0,0.0,0.9355466782650681,Very Low,64
3.020316173418116,0.0,0.0,0.0,0.0,0.31694329623754175,Very Low,74
3.263868116715074,0.0,0.0,0.0,0.0,0.4107310157482639,Very Low,72
2.8687586446474085,0.0,0.0,0.011007743621076082,0.0,0.26197218050795923,Very Low,76
2.8687586446474085,0.0,0.0,0.2591584198905144,2.3219554300952168,0.8749064464126605,Very Low,66
